Question,Answer
වී වගාවේදී ගොවි තරුණයන්ට මුහුණ දීමට සිදුවන අභියෝග මොනවාද?,"ඉඩම් අයිතිය නොමැතිකම, ණය පහසුකම් නොමැතිකම, තොරතුරු හා තාක්ෂණය නොමැතිකම, සමාජීය අසමානතා."
වී වගාවේදී ගොවි තරුණයන්ගේ සහභාගීත්වය සහ නවෝත්පාදනය සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"තරුණ ගොවි සංවිධානවලට සහාය වීම, තරුණ ගොවි පුහුණු වැඩසටහන් ක්‍රියාත්මක කිරීම, තරුණයන්ට ණය පහසුකම් ලබාදීම, තරුණයන්ට ඉඩම් අයිතිය ලබාදීම."
වී වගාවේදී ගොවි තරුණයන්ගේ සහභාගීත්වය සහ නවෝත්පාදනය සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"තරුණ ගොවි සංවිධාන ශක්තිමත් කිරීම, තරුණ ගොවිමහතුන්ගේ අයිතිවාසිකම් වෙනුවෙන් පෙනී සිටීම, තරුණ ගොවිමහතුන්ට අවශ්‍ය සහාය ලබාදීම."
වී වගාවේදී ගොවි සෞඛ්‍යයට බලපාන සාධක මොනවාද?,"රසායනික පොහොර හා කෘමිනාශක භාවිතය, හිරු එළියට නිරාවරණය වීම, ශාරීරික වෙහෙස, ආපදා."
වී වගාවේදී ගොවි සෞඛ්‍යය ආරක්ෂා කරන්නේ කෙසේද?,"ආරක්ෂිත උපකරණ භාවිතා කිරීම, රසායනික පොහොර හා කෘමිනාශක භාවිතය අවම කිරීම, නිතිපතා වෛද්‍ය පරීක්ෂණ සිදු කිරීම, ආපදා ආරක්ෂණ වැඩසටහන්වලට සහභාගී වීම."
වී වගාවේදී ගොවි ආරක්ෂාව සහතික කරන්නේ කෙසේද?,"ගොවි රක්ෂණ ක්‍රම, ගොවි ආරක්ෂක වැඩසටහන්, ආපදා ආරක්ෂණ වැඩසටහන්."
වී වගාවේදී ගොවි සෞඛ්‍ය සහ ආරක්ෂාව සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ගොවි සෞඛ්‍ය වැඩසටහන් ක්‍රියාත්මක කිරීම, ගොවි ආරක්ෂක වැඩසටහන් ක්‍රියාත්මක කිරීම, ගොවි රක්ෂණ ක්‍රම හඳුන්වාදීම."
වී වගාවේදී ගොවි සෞඛ්‍ය සහ ආරක්ෂාව සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ට අවශ්‍ය සෞඛ්‍ය හා ආරක්ෂණ තොරතුරු ලබාදීම, ගොවි සෞඛ්‍ය හා ආරක්ෂණ වැඩසටහන් ක්‍රියාත්මක කිරීමට සහාය වීම, ගොවිමහතුන්ගේ අයිතිවාසිකම් වෙනුවෙන් පෙනී සිටීම."
වී වගාවේදී ගොවි සෞඛ්‍ය සහ ආරක්ෂාව සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"ප්‍රජා සාමාජිකයින්ගේ සෞඛ්‍ය හා ආරක්ෂාව පිළිබඳ දැනුවත් කිරීම, ගොවි සෞඛ්‍ය හා ආරක්ෂණ වැඩසටහන් ක්‍රියාත්මක කිරීමට සහාය වීම, ප්‍රජා සාමාජිකයින්ට අවශ්‍ය සහාය ලබාදීම."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ අතර ඇති සම්බන්ධය කුමක්ද?,"ගොවි සහයෝගීතාවය ගොවිමහතුන්ට වෙළඳපොළට ප්‍රවේශ වීමට සහ සාධාරණ මිලක් ලබාගැනීමට උපකාරී වේ."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ ප්‍රවර්ධනය කරන්නේ කෙසේද?,"ගොවි සමුපකාර සමිති පිහිටුවීම, ගොවි වෙළඳපොළවල් සංවිධානය කිරීම, සෘජු වෙළඳාම් ප්‍රවර්ධනය කිරීම, අගය එකතු කළ නිෂ්පාදන නිෂ්පාදනය කිරීම."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ සම්බන්ධයෙන් රජයේ කාර්යභාරය කුමක්ද?,"ගොවි සමුපකාර සමිතිවලට සහාය වීම, ගොවි වෙළඳපොළවල් සඳහා පහසුකම් සැපයීම, සෘජු වෙළඳාම් ප්‍රවර්ධනය කිරීම, අගය එකතු කළ නිෂ්පාදන නිෂ්පාදනය සඳහා සහාය වීම."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ සම්බන්ධයෙන් ගොවි සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවි සමුපකාර සමිති පිහිටුවීමට සහාය වීම, ගොවි වෙළඳපොළවල් සංවිධානය කිරීම, සාධාරණ මිලක් ලබාගැනීමට ගොවිමහතුන්ට සහාය වීම, වෙළඳපොළ තොරතුරු ගොවිමහතුන්ට ලබාදීම."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ සම්බන්ධයෙන් පෞද්ගලික අංශයේ කාර්යභාරය කුමක්ද?,"ගොවිමහතුන්ගෙන් අස්වැන්න මිලදී ගැනීම, අගය එකතු කළ නිෂ්පාදන නිෂ්පාදනය කිරීම, වෙළඳපොළ තොරතුරු ගොවිමහතුන්ට ලබාදීම."
වී වගාවේදී ගොවි සහයෝගීතාවය සහ වෙළඳපොළ සම්බන්ධයෙන් ප්‍රජා සංවිධානවල කාර්යභාරය කුමක්ද?,"ගොවි වෙළඳපොළවල් සංවිධානය කිරීමට සහාය වීම, සෘජු වෙළඳාම් ප්‍රවර්ධනය කිරීම, ප්‍රජා සාමාජිකයින්ට අවශ්‍ය වෙළඳපොළ තොරතුරු ලබාදීම."
